_H:	|epc_ctr	|Epoch	cpy_cnt_sum_Outp_se_0	sum_lst_cycles	|epoch	gn_pos		gn_neg		gn_A_R1		gn_B_R1		
_D:	1	0	1		100		32	10.3435		12.5473		9.36081		10.9613		
_D:	1	0	1		100		33	6.74381		9.67885		6.12118		7.47707		
_D:	1	0	1		100		34	5.28816		11.0091		4.06765		9.18776		
_D:	1	0	0		100		35	6.87909		24.629		6.15596		9.91094		
_D:	1	0	0		100		36	3.46801		22.9263		2.55361		10.8828		
_D:	1	0	0		100		37	2.40216		25.3729		2.19782		11.9453		
_D:	1	0	0		100		38	2.43649		23.5829		2.04227		10.8906		
_D:	1	0	0		100		39	2.55586		25.4908		1.80511		9.36989		
_D:	1	0	1		100		40	3.05693		11.4037		1.93837		8.6758		
_D:	1	0	1		100		40	4.30185		11.415		3.54393		8.69902		
_D:	1	0	1		100		1	8.86592		8.4849		0.370449	3.77148e-09	
_D:	1	0	0		100		2	30.3433		0.34728		18.1661		3.79299e-09	
_D:	1	0	0		100		3	18.694		6.77821		7.597		3.36835e-09	
_D:	1	0	1		100		4	8.76115		7.98138		0.0863454	1.27411e-07	
_D:	1	0	1		100		5	7.96643		6.76039		0.156455	2.06991e-08	
_D:	1	0	1		100		6	8.12173		7.91961		0.160331	7.06645e-08	
_D:	1	0	1		100		7	8.87765		8.16704		0.380372	6.4726e-08	
_D:	1	0	1		100		8	8.58369		7.9797		0.134932	5.7774e-07	
_D:	1	0	1		100		9	9.97436		8.87284		0.321628	3.19067e-08	
_D:	1	0	1		100		10	9.99496		9.01289		1.15672		1.66705e-07	
_D:	1	0	1		100		11	10.2807		8.8982		1.2102		5.47354e-07	
_D:	1	0	1		100		12	9.0338		9.81289		1.28978		2.90982e-07	
_D:	1	0	1		100		13	10.3107		10.3259		1.95995		4.25011e-06	
_D:	1	0	1		100		14	8.28067		9.15099		0.984169	2.29452e-06	
_D:	1	0	1		100		15	11.3879		12.2929		2.22536		7.07826e-07	
_D:	1	0	1		100		16	8.7758		9.12649		2.10975		4.07607e-06	
_D:	1	0	1		100		17	11.6796		12.4872		2.64508		9.58832e-06	
_D:	1	0	1		100		18	12.7711		12.1741		1.99451		2.03127e-05	
_D:	1	0	1		100		19	12.871		11.9218		2.81637		1.01703e-06	
_D:	1	0	2		100		20	26.922		0.441924	17.2		5.72304e-06	
_D:	1	0	2		100		21	23.207		0.0277994	15.349		1.06543e-06	
_D:	1	0	2		100		22	22.91		0.105518	17.3303		0.000107773	
_D:	1	0	2		100		23	20.6502		0.16786		15.5468		0.000108456	
_D:	1	0	2		100		24	17.4108		0.131318	13.5725		0.000157163	
_D:	1	0	2		100		25	16.4489		0.247408	12.8922		0.000542548	
_D:	1	0	2		100		26	15.5441		0.265861	13.497		0.000252083	
_D:	1	0	2		100		27	15.8206		0.369479	13.1666		0.00206836	
_D:	1	0	2		100		28	13.2071		0.208654	11.1444		0.000140009	
_D:	1	0	1		100		29	13.3761		10.577		9.61309		10.2747		
_D:	1	0	2		100		30	11.8522		0.0902541	8.35835		0.00150867	
_D:	1	0	2		100		31	8.25349		0.17436		5.98895		0.00397417	
_D:	1	0	1		100		32	5.89299		9.66479		3.53442		0.00775615	
_D:	1	0	1		100		33	13.0008		10.4292		9.47831		10.1507		
_D:	1	0	2		100		34	5.62968		0.506536	5.06991		0.000481546	
_D:	1	0	1		100		35	4.46268		9.50175		3.27156		0.000437151	
_D:	1	0	1		100		36	5.52716		9.12994		3.16038		0.000305727	
_D:	1	0	1		100		37	5.78803		10.6253		3.15995		0.00231579	
_D:	1	0	0		100		38	6.43706		20.963		2.9206		10.1908		
_D:	1	0	1		100		39	4.48507		9.38191		2.54117		0.00113806	
_D:	1	0	0		100		40	6.49315		21.4576		3.3454		11.1249		
_D:	1	0	1		100		40	4.59883		9.90262		2.30381		0.00260504	
_D:	1	0	1		100		1	6.60378		9.2207		6.60302		9.12872		
_D:	1	0	2		100		2	0.131068	22.1347		0.12888		12.4188		
_D:	1	0	1		100		3	7.09398		14.505		7.09359		9.48939		
_D:	1	0	1		100		4	6.32678		9.10876		6.32617		8.37428		
_D:	1	0	1		100		5	6.89876		8.55266		6.89618		7.94955		
_D:	1	0	1		100		6	7.25898		7.90721		7.25892		7.39303		
_D:	1	0	1		100		7	7.75403		9.59379		7.75337		9.47918		
_D:	1	0	1		100		8	9.04275		8.59281		9.04262		7.82396		
_D:	1	0	2		100		9	0.146919	13.3423		0.146444	6.62495		
_D:	1	0	1		100		10	10.751		6.52516		10.7479		6.08213		
_D:	1	0	0		100		11	22.5428		2.22725		8.47978		0.835357	
_D:	1	0	0		100		12	26.2271		2.21113		12.871		1.00659		
_D:	1	0	0		100		13	23.9717		2.63563		9.45318		1.41019		
_D:	1	0	0		100		14	24.05		2.92119		11.3499		2.09354		
_D:	1	0	0		100		15	20.437		2.2623		9.37796		0.7289		
_D:	1	0	0		100		16	23.0204		1.73202		9.2999		0.454962	
_D:	1	0	0		100		17	19.9035		1.9612		8.58142		0.100281	
_D:	1	0	0		100		18	26.7921		1.636		13.5602		0.280105	
_D:	1	0	0		100		19	17.1262		2.41078		8.47742		0.266697	
_D:	1	0	1		100		20	14.8036		1.81657		6.15134		0.133648	
_D:	1	0	2		100		21	20.2666		1.76464		8.08095		0.34489		
_D:	1	0	1		100		22	14.3417		3.2079		6.99862		-0.0231108	
_D:	1	0	1		100		23	6.63942		3.51222		0.19088		-0.180469	
_D:	1	0	1		100		24	5.76486		3.60788		0.274805	-0.0757885	
_D:	1	0	1		100		25	7.66395		6.14855		0.263854	0.0640067	
_D:	1	0	2		100		26	8.95944		1.32879		5.37175		0.881376	
_D:	1	0	1		100		27	5.98227		8.50599		0.796683	0.365915	
_D:	1	0	0		100		28	5.82923		10.3151		1.01912		2.37081		
_D:	1	0	1		100		29	6.35742		6.55421		0.887202	-0.445367	
_D:	1	0	1		100		30	8.59857		8.38766		1.47353		0.693972	
_D:	1	0	1		100		31	7.86623		10.3544		1.22073		-0.0568939	
_D:	1	0	1		100		32	7.81395		7.32077		1.91633		-1.21688	
_D:	1	0	1		100		33	6.71716		8.26931		1.24136		-0.805199	
_D:	1	0	2		100		34	2.14102		-1.18552	-1.12144	-1.23014	
_D:	1	0	1		100		35	3.81319		7.69743		1.59084		-2.18206	
_D:	1	0	0		100		36	5.91514		3.7118		1.60515		0.457085	
_D:	1	0	0		100		37	4.49136		3.99028		0.784954	1.62535		
_D:	1	0	2		100		38	10.1774		0.538704	6.63725		0.0398538	
_D:	1	0	0		100		39	4.95888		7.74322		1.40826		0.750656	
_D:	1	0	1		100		40	3.33802		7.23818		0.571223	1.41577		
_D:	1	0	2		100		40	4.21217		6.67863		0.770748	-0.209549	
_D:	1	0	0		100		1	24.349		0.115037	10.7686		0.0038862	
_D:	1	0	0		100		2	25.9423		0.0283638	12.64		0.00591823	
_D:	1	0	0		100		3	28.0312		0.161767	13.0948		0.0407464	
_D:	1	0	0		100		4	25.214		0.184523	12.008		0.000414958	
_D:	1	0	0		100		5	29.045		0.301407	15.7006		0.00108405	
_D:	1	0	0		100		6	28.1316		0.0467492	13.6097		0.00284177	
_D:	1	0	0		100		7	25.6334		0.0797589	13.2937		0.00935026	
_D:	1	0	0		100		8	26.7307		0.197411	13.7212		0.000927516	
_D:	1	0	0		100		9	26.8948		0.138626	14.3799		0.00120679	
_D:	1	0	0		100		10	25.1532		0.0930999	13.063		0.0011675	
_D:	1	0	0		100		11	27.6189		0.155947	13.8375		5.04118e-05	
_D:	1	0	0		100		12	24.3356		0.21914		11.3814		0.000123727	
_D:	1	0	0		100		13	24.8293		0.581868	13.1619		5.91832e-05	
_D:	1	0	0		100		14	25.4565		0.0446492	13.9768		0.000383281	
_D:	1	0	0		100		15	25.6543		0.0550228	13.9606		0.00016256	
_D:	1	0	0		100		16	23.2328		0.0977278	11.5238		0.000136096	
_D:	1	0	0		100		17	25.1759		0.0152022	13.2541		0.00350128	
_D:	1	0	0		100		18	26.0309		0.0378427	13.171		0.00400074	
_D:	1	0	0		100		19	24.9111		0.0448799	12.0454		0.0036249	
_D:	1	0	2		100		20	26.4803		0.108391	14.4244		0.00814197	
_D:	1	0	2		100		21	22.0205		0.0618579	11.0325		0.000293993	
_D:	1	0	2		100		22	21.9761		0.0880991	11.318		0.000507116	
_D:	1	0	2		100		23	17.5369		0.279097	9.05038		0.000754743	
_D:	1	0	2		100		24	12.011		0.0513584	5.99493		0.00125835	
_D:	1	0	2		100		25	11.6191		0.296312	6.0454		0.020366	
_D:	1	0	2		100		26	13.314		0.436321	7.67152		0.00647302	
_D:	1	0	2		100		27	6.44468		0.206403	5.0892		0.0183007	
_D:	1	0	2		100		28	5.93598		0.416971	2.4549		0.0944401	
_D:	1	0	2		100		29	3.39189		0.0791592	5.7861		0.00198796	
_D:	1	0	1		100		30	7.88789		3.86891		4.27242		3.74131		
_D:	1	0	2		100		31	10.1091		1.22861		7.37075		1.03334		
_D:	1	0	2		100		32	10.4627		3.82112		7.59506		3.69269		
_D:	1	0	2		100		33	9.79258		6.1683		6.06922		6.12876		
_D:	1	0	1		100		34	6.97361		2.16109		6.70824		2.12898		
_D:	1	0	2		100		35	4.39463		6.73406		3.8515		2.94502		
_D:	1	0	1		100		36	0.824049	6.63345		1.90149		2.20294		
_D:	1	0	0		100		37	0.454611	5.16719		2.03759		0.862829	
_D:	1	0	1		100		38	1.81009		5.84699		3.14985		2.02375		
_D:	1	0	1		100		39	-0.363712	4.36964		3.57991		1.64279		
_D:	1	0	1		100		40	-0.496064	6.81031		3.00273		2.801		
_D:	1	0	2		100		40	-5.45693	4.5439		2.40208		0.84127		
_D:	1	0	1		100		1	9.12207		7.45011		9.05816		7.3758		
_D:	1	0	1		100		2	9.96771		6.9712		9.67429		6.76574		
_D:	1	0	1		100		3	9.23153		6.7818		8.86036		6.37229		
_D:	1	0	1		100		4	8.66665		7.42822		8.56088		7.30163		
_D:	1	0	1		100		5	9.88522		6.59372		9.45943		6.3379		
_D:	1	0	1		100		6	12.2039		5.94444		11.9523		5.63925		
_D:	1	0	1		100		7	12.2048		5.22679		12.0333		4.8654		
_D:	1	0	1		100		8	12.0496		6.10571		11.7921		5.41753		
_D:	1	0	1		100		9	15.598		5.5482		15.5082		5.02989		
_D:	1	0	1		100		10	20.4336		4.90929		15.3526		4.56412		
_D:	1	0	0		100		11	19.0481		4.79557		14.8436		4.22511		
_D:	1	0	1		100		12	17.4533		3.50746		14.4642		3.10458		
_D:	1	0	0		100		13	17.0415		1.77136		11.735		1.19357		
_D:	1	0	0		100		14	16.6442		3.89761		12.5943		2.72531		
_D:	1	0	0		100		15	18.9117		2.53569		13.8081		1.55033		
_D:	1	0	1		100		16	17.1313		4.04758		13.9498		3.01161		
_D:	1	0	0		100		17	18.5658		2.63429		12.243		1.47425		
_D:	1	0	1		100		18	16.3726		0.2344		13.8755		-0.373163	
_D:	1	0	0		100		19	16.5944		3.27429		12.7211		2.52613		
_D:	1	0	1		100		20	15.1563		3.55321		11.648		3.10684		
_D:	1	0	1		100		21	12.661		3.32457		9.0743		2.7383		
_D:	1	0	1		100		22	14.9031		0.845378	10.6001		-0.180439	
_D:	1	0	0		100		23	3.49917		15.4243		0.186553	0.480831	
_D:	1	0	1		100		24	10.2733		3.04123		7.66116		1.72029		
_D:	1	0	1		100		25	12.1572		8.556		8.21346		1.97868		
_D:	1	0	0		100		26	3.36314		20.3052		0.0903773	3.35506		
_D:	1	0	1		100		27	9.13969		4.97091		9.13969		3.04779		
_D:	1	0	0		100		28	0.00838198	18.9467		0.00836703	4.04991		
_D:	1	0	0		100		29	2.38215		21.0961		0.0357647	5.80466		
_D:	1	0	0		100		30	0.0226995	17.895		0.0226992	3.69558		
_D:	1	0	0		100		31	0.0178517	19.7975		0.0178502	6.08951		
_D:	1	0	0		100		32	0.0085417	20.3865		0.00854066	5.88918		
_D:	1	0	0		100		33	0.00919127	21.8946		0.00918856	5.72733		
_D:	1	0	0		100		34	0.0113599	23.4445		0.011358	7.83941		
_D:	1	0	0		100		35	0.00842004	24.108		0.00840778	10.9856		
_D:	1	0	0		100		36	0.004614	23.148		0.00460941	8.89374		
_D:	1	0	0		100		37	0.000376489	23.8536		0.000328058	9.43683		
_D:	1	0	0		100		38	0.00819716	26.68		0.00819286	11.4894		
_D:	1	0	0		100		39	0.000688111	26.2013		0.000648511	12.3781		
_D:	1	0	0		100		40	0.000619371	22.7745		0.000614257	8.20801		
_D:	1	0	0		100		40	0.00399801	23.7686		0.00394204	8.23075		
_D:	1	0	0		100		1	26.8777		0.472375	12.8919		0.191618	
_D:	1	0	0		100		2	26.3605		0.81482		13.5642		0.617793	
_D:	1	0	0		100		3	26.3303		0.250443	13.7129		0.230652	
_D:	1	0	0		100		4	26.7158		0.455939	13.5428		0.314115	
_D:	1	0	0		100		5	24.9145		0.242066	12.6664		0.209157	
_D:	1	0	0		100		6	25.7098		0.256179	12.658		0.217222	
_D:	1	0	0		100		7	26.8695		0.218808	13.9321		0.206529	
_D:	1	0	0		100		8	24.3916		0.473568	12.8271		0.452534	
_D:	1	0	0		100		9	27.2329		0.513104	12.8251		0.506595	
_D:	1	0	0		100		10	22.5848		0.615116	11.6119		0.605808	
_D:	1	0	0		100		11	23.9337		0.0968144	12.3256		0.0901596	
_D:	1	0	0		100		12	23.5542		0.288674	12.3637		0.286923	
_D:	1	0	0		100		13	24.3218		0.170383	12.4328		0.170309	
_D:	1	0	0		100		14	24.1958		0.310588	11.9573		0.310566	
_D:	1	0	0		100		15	21.9458		0.363823	11.5736		0.362422	
_D:	1	0	0		100		16	25.2973		0.537555	12.9397		0.537442	
_D:	1	0	0		100		17	27.2995		0.298132	11.706		0.298097	
_D:	1	0	0		100		18	26.6549		0.707422	11.9706		0.707411	
_D:	1	0	0		100		19	27.8124		1.18904		12.6781		1.18904		
_D:	1	0	2		100		20	26.1319		0.417964	12.4705		0.417964	
_D:	1	0	2		100		21	23.6514		1.28962		11.907		1.28962		
_D:	1	0	2		100		22	26.1851		0.718763	11.711		0.718763	
_D:	1	0	2		100		23	26.5922		1.571		11.2224		1.571		
_D:	1	0	2		100		24	21.9083		1.95131		12.3059		1.95131		
_D:	1	0	2		100		25	20.6437		1.71692		11.4449		1.71692		
_D:	1	0	2		100		26	17.8072		0.575586	10.231		0.575585	
_D:	1	0	2		100		27	17.8496		0.620805	12.9297		0.620805	
_D:	1	0	2		100		28	21.5353		1.98723		11.9966		1.98723		
_D:	1	0	1		100		29	13.4676		12.7303		12.1998		12.7303		
_D:	1	0	1		100		30	14.4536		12.7527		12.9446		12.7527		
_D:	1	0	1		100		31	12.0438		11.8948		10.5592		11.8948		
_D:	1	0	1		100		32	11.5403		11.9047		10.2281		11.9047		
_D:	1	0	1		100		33	12.3309		11.777		11.1788		11.777		
_D:	1	0	1		100		34	10.5416		12.9369		9.83369		12.9369		
_D:	1	0	1		100		35	11.2726		13.6617		10.8248		13.6617		
_D:	1	0	1		100		36	10.8733		11.2458		10.7427		11.2458		
_D:	1	0	1		100		37	10.4232		11.9234		10.1132		11.9234		
_D:	1	0	1		100		38	9.95498		11.4606		9.74467		11.4606		
_D:	1	0	1		100		39	10.4841		12.4614		10.3009		12.4614		
_D:	1	0	1		100		40	10.5278		11.6027		10.4242		11.6027		
_D:	1	0	1		100		40	10.0787		12.7009		9.83482		12.7009		
_D:	1	0	0		100		1	12.0354		4.28819		7.14998		4.24683		
_D:	1	0	1		100		2	6.40553		5.19208		6.08057		5.14815		
_D:	1	0	1		100		3	6.00841		4.54498		5.90527		4.53483		
_D:	1	0	1		100		4	6.99615		4.83791		6.90274		4.83188		
_D:	1	0	1		100		5	6.45645		4.04873		6.32217		4.04407		
_D:	1	0	1		100		6	6.22453		3.29891		6.21349		3.29478		
_D:	1	0	1		100		7	6.71859		3.67231		6.66428		3.66703		
_D:	1	0	1		100		8	6.44071		3.35006		6.39835		3.33505		
_D:	1	0	1		100		9	7.21997		4.14703		7.21095		4.14132		
_D:	1	0	1		100		10	8.03651		3.80117		8.02249		3.79927		
_D:	1	0	1		100		11	7.75932		4.37324		7.74033		4.3583		
_D:	1	0	1		100		12	8.84408		3.78909		8.7805		3.75353		
_D:	1	0	1		100		13	8.10018		4.32286		8.06354		4.31127		
_D:	1	0	1		100		14	7.06259		3.68673		7.04127		3.67995		
_D:	1	0	1		100		15	7.31681		3.1742		7.28699		3.11806		
_D:	1	0	1		100		16	6.81277		5.37456		6.79888		5.28928		
_D:	1	0	1		100		17	7.71952		4.90489		7.70734		4.83214		
_D:	1	0	1		100		18	7.8317		5.12942		7.75804		4.99225		
_D:	1	0	1		100		19	7.80822		5.55842		7.60071		5.49008		
_D:	1	0	1		100		20	9.1385		6.93474		8.98575		5.78756		
_D:	1	0	1		100		21	7.14346		6.05133		6.84378		5.83286		
_D:	1	0	1		100		22	6.80929		9.64723		6.44283		9.07731		
_D:	1	0	1		100		23	6.09162		10.0774		5.65856		9.79815		
_D:	1	0	1		100		24	6.01406		8.12234		5.157		6.854		
_D:	1	0	1		100		25	7.01195		13.2806		6.48634		11.3858		
_D:	1	0	0		100		26	7.82766		21.7114		7.5896		11.7446		
_D:	1	0	1		100		27	5.32206		11.3801		3.70094		10.1111		
_D:	1	0	0		100		28	2.38172		18.8187		1.21876		8.95761		
_D:	1	0	2		100		29	5.69781		9.15549		2.19977		8.02767		
_D:	1	0	0		100		30	2.16138		16.902		0.782458	7.97111		
_D:	1	0	0		100		31	1.70253		18.696		0.540663	7.58748		
_D:	1	0	0		100		32	1.42318		15.7928		0.17742		7.15933		
_D:	1	0	0		100		33	0.778705	23.4837		0.374257	10.3062		
_D:	1	0	0		100		34	1.44407		20.589		0.491199	9.42135		
_D:	1	0	0		100		35	0.428103	24.0519		0.0967993	11.2149		
_D:	1	0	1		100		36	4.20152		15.8161		3.9276		13.1343		
_D:	1	0	0		100		37	0.683858	23.8395		0.273788	10.5048		
_D:	1	0	0		100		38	0.355197	24.6543		0.0857704	12.079		
_D:	1	0	0		100		39	0.289322	24.931		0.111747	11.8719		
_D:	1	0	0		100		40	0.181004	27.5061		0.158713	12.826		
_D:	1	0	0		100		40	0.413304	24.0166		0.353242	12.3934		
_D:	1	0	2		100		1	1.65599		17.7258		1.1541e-05	6.05008		
_D:	1	0	2		100		2	2.08976		15.6611		1.36646e-05	4.01405		
_D:	1	0	2		100		3	1.3845		17.2604		8.98307e-06	4.61835		
_D:	1	0	2		100		4	1.30174		16.7613		1.38838e-05	5.06814		
_D:	1	0	2		100		5	0.554645	16.5069		1.63989e-06	4.093		
_D:	1	0	2		100		6	1.42181		17.0206		1.43213e-05	5.21022		
_D:	1	0	2		100		7	0.945737	15.0983		6.03303e-07	2.7616		
_D:	1	0	2		100		8	0.669843	14.9114		2.89572e-07	3.04414		
_D:	1	0	2		100		9	0.602712	14.9479		5.7199e-08	4.29496		
_D:	1	0	2		100		10	0.511014	15.148		1.43005e-08	4.23646		
_D:	1	0	2		100		11	0.999096	15.9436		1.35904e-07	4.29198		
_D:	1	0	2		100		12	1.91003		15.17		7.72996e-08	3.6341		
_D:	1	0	2		100		13	1.85292		17.8399		1.11284e-07	6.23157		
_D:	1	0	2		100		14	1.27688		16.5927		7.66403e-08	6.10273		
_D:	1	0	2		100		15	1.7683		12.7121		9.70339e-09	3.57849		
_D:	1	0	2		100		16	0.682429	15.4095		2.35161e-08	6.45749		
_D:	1	0	2		100		17	1.76257		15.7571		6.32362e-08	5.30891		
_D:	1	0	2		100		18	1.51045		18.3655		1.41944e-07	6.65783		
_D:	1	0	2		100		19	1.00124		16.6318		1.35283e-08	6.77359		
_D:	1	0	0		100		20	0.627199	16.4937		8.80186e-09	6.73288		
_D:	1	0	0		100		21	2.6658		16.696		3.62626e-08	8.09356		
_D:	1	0	0		100		22	1.83985		21.8147		1.56533e-08	11.672		
_D:	1	0	0		100		23	2.06148		24.4463		2.92803e-08	13.7321		
_D:	1	0	0		100		24	2.7112		25.7022		6.24224e-09	14.6371		
_D:	1	0	0		100		25	2.72112		26.6044		1.28661e-07	15.1197		
_D:	1	0	0		100		26	1.32681		25.104		9.95964e-08	13.2652		
_D:	1	0	0		100		27	2.31879		26.3169		4.61316e-08	15.2096		
_D:	1	0	0		100		28	2.17749		27.9161		2.00604e-08	16.1968		
_D:	1	0	0		100		29	2.31813		26.1946		6.7763e-09	15.0209		
_D:	1	0	0		100		30	2.78015		25.2512		1.0701e-07	15.1503		
_D:	1	0	0		100		31	2.38462		29.4866		1.20234e-08	18.8132		
_D:	1	0	0		100		32	2.15951		25.0491		1.10832e-08	14.5564		
_D:	1	0	0		100		33	2.90044		21.6267		1.13623e-08	10.8767		
_D:	1	0	0		100		34	1.89425		22.167		1.74104e-09	10.4167		
_D:	1	0	0		100		35	2.36822		22.4143		1.86612e-08	11.254		
_D:	1	0	0		100		36	2.44605		26.0582		9.50751e-09	16.1568		
_D:	1	0	0		100		37	2.28141		21.1587		3.17793e-10	10.122		
_D:	1	0	0		100		38	1.8409		22.2958		2.22244e-08	12.7024		
_D:	1	0	0		100		39	2.2955		20.9482		1.69315e-08	10.8415		
_D:	1	0	0		100		40	2.82569		23.4475		4.32069e-09	12.7153		
_D:	1	0	0		100		40	1.78487		23.2893		8.78957e-09	12.7846		
_D:	1	0	2		100		1	0.0126652	30.9086		0.00691302	17.1331		
_D:	1	0	2		100		2	0.00982907	27.2882		0.000198801	14.983		
_D:	1	0	2		100		3	0.00837261	29.1794		0.000279726	16.6323		
_D:	1	0	2		100		4	0.00733742	25.3469		0.000120789	14.1952		
_D:	1	0	2		100		5	0.026401	26.1375		0.000813663	13.8381		
_D:	1	0	2		100		6	0.0145951	21.4003		0.00290324	11.2722		
_D:	1	0	2		100		7	0.0274802	21.7737		0.000268919	11.0722		
_D:	1	0	2		100		8	0.0264059	19.6541		9.31643e-06	10.4728		
_D:	1	0	2		100		9	0.00512728	19.5284		6.77904e-05	10.2103		
_D:	1	0	2		100		10	0.0387026	18.6647		9.69014e-05	10.074		
_D:	1	0	1		100		11	7.35038		6.2738		1.73052e-06	1.60435		
_D:	1	0	2		100		12	0.0049009	17.4626		9.14932e-06	9.3603		
_D:	1	0	2		100		13	0.0102803	17.4144		4.15937e-08	10.1839		
_D:	1	0	2		100		14	0.00107571	17.4759		4.04986e-09	9.64091		
_D:	1	0	2		100		15	0.00342081	18.2073		4.85663e-09	11.0679		
_D:	1	0	2		100		16	0.0102074	18.4487		-7.01182e-10	10.2792		
_D:	1	0	2		100		17	0.00319043	13.7892		3.02509e-10	8.28634		
_D:	1	0	2		100		18	0.00358325	15.8198		2.44077e-10	9.59755		
_D:	1	0	2		100		19	0.00181651	13.4211		-9.59227e-11	7.44671		
_D:	1	0	0		100		20	0.00750506	11.8214		1.97617e-10	8.12002		
_D:	1	0	0		100		21	0.000460078	14.8625		1.75416e-12	8.22577		
_D:	1	0	0		100		22	0.00478292	15.9421		7.98075e-12	9.41736		
_D:	1	0	0		100		23	0.000269491	18.542		2.09062e-12	10.9141		
_D:	1	0	0		100		24	0.00199902	20.3858		1.04959e-12	12.6816		
_D:	1	0	0		100		25	0.00161885	22.6798		1.27431e-10	15.3594		
_D:	1	0	0		100		26	0.000859624	23.1682		1.52176e-10	16.1127		
_D:	1	0	0		100		27	0.00347823	23.9904		2.63084e-12	15.522		
_D:	1	0	0		100		28	0.0023902	23.7871		3.38626e-10	15.47		
_D:	1	0	0		100		29	0.00125801	26.2021		7.66714e-10	15.8517		
_D:	1	0	0		100		30	0.00038361	27.2197		9.76451e-10	15.7491		
_D:	1	0	0		100		31	0.00220131	29.2922		7.80817e-10	18.3183		
_D:	1	0	0		100		32	0.00163762	30.4631		8.12858e-10	17.7805		
_D:	1	0	0		100		33	0.00289589	31.9832		9.76428e-11	18.0249		
_D:	1	0	0		100		34	0.00404009	30.7464		7.51942e-10	19.537		
_D:	1	0	0		100		35	0.00299796	29.2432		1.7509e-07	16.4688		
_D:	1	0	0		100		36	0.00799417	29.6948		-3.24884e-09	17.0064		
_D:	1	0	0		100		37	0.00105911	31.6823		2.01429e-11	19.6392		
_D:	1	0	0		100		38	0.00072868	28.7472		9.76745e-10	15.7306		
_D:	1	0	0		100		39	0.000349629	30.2091		3.45544e-11	16.8756		
_D:	1	0	0		100		40	0.000927462	31.1731		1.13937e-10	17.2905		
_D:	1	0	0		100		40	0.000283818	31.1747		9.97379e-10	18.2752		
_D:	1	0	0		100		1	22.7525		0.0260339	10.641		0.0219231	
_D:	1	0	0		100		2	25.4775		0.0111497	12.1714		0.00829802	
_D:	1	0	0		100		3	24.9404		0.0364888	11.127		0.0345656	
_D:	1	0	0		100		4	23.5697		0.0518785	10.4658		0.0512331	
_D:	1	0	0		100		5	24.5435		0.0256153	11.887		0.0233835	
_D:	1	0	0		100		6	25.2387		0.0367841	12.7232		0.03519		
_D:	1	0	0		100		7	25.1041		0.00401785	10.5158		0.00384383	
_D:	1	0	0		100		8	24.3564		0.00651496	11.1353		0.00453813	
_D:	1	0	0		100		9	24.0844		0.00938735	11.2275		0.00886913	
_D:	1	0	0		100		10	24.0174		0.00316818	11.8469		0.00307732	
_D:	1	0	0		100		11	24.2559		0.00527878	11.4453		0.00526255	
_D:	1	0	0		100		12	26.8867		0.00128716	12.9918		0.000694476	
_D:	1	0	0		100		13	24.1309		0.00077906	10.4867		0.000712206	
_D:	1	0	0		100		14	23.8257		0.000168619	11.919		0.000126729	
